,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,ROAD_IMPACT_FEE,MF_RT_BASED_FEE,DIFF_MF_vs_RF,YEAR
178,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,718075.07,18127.48434639997,29811.899999999998,2015
179,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,108636.67000000001,319118.8,-22788.48,2015
180,3,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,33403.198399999994,2417.1393000000003,2015
181,3,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,166899.87,174319.86000000002,-2407.9555499999997,2015
182,4,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,156794.16999999998,184247.53489999997,10.581399999999988,2015
183,4,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,330146.15,408476.068,448.8581000000004,2015
184,4,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,533286.96,1385984.5999999999,2377.94154,2015
185,4,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,43679.44,52538.2,98669.50468,2015
186,4,In,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,77810.73,-44744.700000000004,-98628.20109999999,2015
187,4,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,60.86,4102.384,-166292.89487,2015
188,4,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,14042.140000000001,16514.57808,170177.007,2015
189,4,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,1959.3400000000001,10696.6431,327.0682399999987,2015
190,4,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,101393.86,-68878.51296040001,-8113.82,2015
191,4,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,197300.22,712825.9423999999,9935.64,2015
192,4,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,-453102.17809999996,-154528.38663999998,2015
193,4,In,0.0,848-00,Tire Stores,REPAIR SERVICE SHOPS,Commercial/Retail,sq. ft.,0.0,29252.41176,-32174.000429999996,2015
194,4,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,148683.12,165203.56710000001,207029.80012,2015
195,4,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,130836.86,269457.95448,50911.27749999999,2015
196,4,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,0.0,43431.96,427284.0,2015
197,4,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,25274.31,6236.802,-479188.77864000003,2015
198,4,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,999775.2300000001,1081754.1449,13023.778989999997,2015
199,4,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2925.65,3440.71728,-12501.413209999999,2015
200,4,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,5721290.37,6631729.104,-27133.240000000005,2015
201,4,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,32759.59,52538.2,41063.88,2015
202,4,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,488495.01,542772.23,239.74649999999974,2015
203,4,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,19386.850000000002,169812.5,18351.50365,2015
204,4,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,0.0,22008.70672,-17091.36,2015
205,4,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,8103.0599999999995,38463.282,18739.664409999983,2015
206,4,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,82499.84,108001.13896,1846.0520499999984,2015
207,4,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,189958.54019999996,21975.009129999977,2015
208,4,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,589657.29,726738.0577599999,-553771.2143999999,2015
209,4,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,99334.34,-74309.29077,786914.7,2015
210,4,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,928809.61,1097039.4863999998,-113942.4,2015
211,4,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,176760.12,206708.7165,189213.99807999993,2015
212,4,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,29058.72,-123116.8224,-82158.37344,2015
213,4,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,73628.8,242050.8805,0.0,2015
