,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,ROAD_IMPACT_FEE,MF_RT_BASED_FEE,DIFF_MF_vs_RF,YEAR
179,3,Out,0.0,490-00,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,0.0,128080.936,9543.668,2020
180,3,Out,0.0,491-00,Racquet Club,OUTDOOR RECREATIONAL,Other,court,207998.44,337785.968,-9543.668,2020
181,3,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,0.0,12702.464,9543.668,2020
182,3,Out,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,108880.64,251035.136,-9543.668,2020
183,3,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,404058.45,306.39799999999923,2020
184,3,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,0.0,0.0,9543.668,2020
185,3,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,176745.14,170355.546916,-9543.668,2020
186,3,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,68306.8,202586.62879972,-78444.216,2020
187,3,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,225344.981168,80413.056,2020
188,3,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,1692175.49,1013978.8194805599,9543.668,2020
189,3,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,2152125.75,2223516.650376,-9543.668,2020
190,3,Out,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,-25812.520332,-9543.668,2020
191,3,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,902023.82,1286126.0779,9543.668,2020
192,3,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,437241.09,407437.54505853995,-11617.738,2020
193,3,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,963976.25,949190.788128,5962.067999999999,2020
194,3,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,721473.5499999999,960078.389266,-11617.738,2020
195,3,Out,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,50550.479999999996,113777.21641,0.0,2020
196,3,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,6552.48,6552.483299999993,-11365.488,2020
197,3,Out,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,821143.25,1001726.044774,-9390.464,2020
198,3,Out,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,856712.443368,9543.668,2020
199,3,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,130470.09000000001,297400.77796,4925.038,2020
200,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,-1188434.25599632,-4771.834,2020
201,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,9181.92,280919.23,4925.038,2020
202,3,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,14653.07,-98374.4612,-4771.834,2020
203,3,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,113513.49731199999,4925.038,2020
204,3,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,83214.23,19972.068,-4771.834,2020
205,3,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,10275.829999999998,0.0,-9543.668,2020
206,3,Out,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,219146.76,258211.55719999998,9543.668,2020
207,3,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,84705.36,107248.48126799997,-9543.668,2020
208,4,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,436795.32,146751.16627599997,9543.668,2020
209,4,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,538027.35,514777.78199999995,-9543.668,2020
210,4,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1196306.5,1502644.9759999998,9543.668,2020
211,4,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,318197.8,327522.404,9543.668,2020
212,4,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,-124898.59199999999,-9543.668,2020
213,4,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,0.0,22895.814592,-9543.668,2020
214,4,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,95022.679248,9543.668,2020
215,4,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,10108.050000000001,74391.24302719999,-9543.668,2020
216,4,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,46184.48,61185.07116,9543.668,2020
217,4,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,119881.1,-49011.40272999999,-9543.668,2020
218,4,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,7027.35,10028.54655,9543.668,2020
219,4,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,207195.78,50468.409999999996,9543.668,2020
220,4,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1762029.92,2282319.2559999996,-9543.668,2020
221,4,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1075328.55,4456970.328,9543.668,2020
222,4,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,249182.47,339881.74,-9543.668,2020
223,4,In,1.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,0.0,-294726.768,-9543.668,2020
224,4,In,1.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,31339.38,36483.104783999996,9543.668,2020
225,4,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,20822.78,32218.881563999996,0.0,2020
226,4,In,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,37371.88704,-9543.668,2020
227,4,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,2016123.26,672162.0611319998,9543.668,2020
228,4,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,5956.35,6153.983859999999,306.39799999999923,2020
229,4,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,7006574.56,7170540.426763999,306.39799999999923,2020
230,4,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,4736734.859999999,4994656.664059999,9543.668,2020
231,4,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,11257.65,240990.232,-9543.668,2020
232,4,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,5479513.38,6043715.304,-11617.738,2020
233,4,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,0.0,-563138.646,306.39799999999923,2020
234,4,Out,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,1316.72,91060.116,306.39799999999923,2020
235,4,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,66638.26999999999,68848.63319999998,-11617.738,2020
236,4,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,141097.52,136219.434288,306.39799999999923,2020
237,4,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,298125.93,325823.513356,0.0,2020
238,4,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,129238.85,129238.99299999999,306.39799999999923,2020
239,4,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,190375.12,886770.4225279998,306.39799999999923,2020
240,4,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,367555.48,392028.29822,306.39799999999923,2020
241,4,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,8392.109999999999,10093.681999999999,0.0,2020
