,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
151,3,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,442631.63245,985513.3106141109,0.0,4230.3244196898395,9053.22441968984,2015
152,3,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,520027.04199999996,391993.9819220989,14845.5,0.0,0.0,2015
153,3,Out,0.0,760-00,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,36129.518599999996,131640.9979547187,0.0,0.0,0.0,2015
154,3,Out,0.0,817-00,Nursery Garden Center,"FLORISTS, GREENHOUSES",Commercial/Retail,sq. ft.,0.0,0.0,0.0,0.0,0.0,2015
155,3,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,324352.97109500004,575176.4796402288,1585279.78,0.0,0.0,2015
156,3,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,195497.43469999998,252539.771112013,1986312.25,-4230.3244196898395,-9053.22441968984,2015
157,3,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,488489.55065,517228.6844943141,156545.87,4230.3244196898395,9053.22441968984,2015
158,3,Out,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,926297.7866999999,2237713.507721213,1272885.44,0.0,0.0,2015
159,3,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,67713.9954,150265.76298013414,66923.59,0.0,0.0,2015
160,3,Out,0.0,820-08,"Shopping Center/General Retail [600,001-800,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,4209.72615,6081.933016151227,5591.63,0.0,0.0,2015
161,3,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,92848.47075,218957.3034287618,0.0,4230.3244196898395,2154.2044196898387,2015
162,3,Out,0.0,881-00,Pharmacy/Drugstore w/ Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,218004.8805,429725.19980146305,145831.0,0.0,0.0,2015
163,3,Out,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-51800.5334,-44447.86352373358,0.0,4230.3244196898395,2154.2044196898387,2015
164,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,10775.078108000016,3221.3500880726133,718075.07,0.0,0.0,2015
165,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,189686.0,113717.4771819132,102818.31,4230.3244196898395,2154.2044196898387,2015
166,3,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,19855.048,60201.05575393631,0.0,4230.3244196898395,4904.794419689839,2015
167,3,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,109366.95000000001,320270.4411169994,157667.54,-1396.0070584976472,-2987.5640584976472,2015
168,4,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,109517.7655,73028.98471785714,156794.16999999998,4230.3244196898395,2920.764419689839,2015
169,4,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,237699.61,445032.276551146,322849.52999999997,4230.3244196898395,2154.2044196898387,2015
170,4,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,823837.0,1703226.9331524824,611097.6900000001,0.0,0.0,2015
171,4,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,31229.0,59283.1422444378,43679.44,0.0,0.0,2015
172,4,In,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-26596.5,-50582.885874093685,0.0,0.0,0.0,2015
173,4,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,2438.48,1996.1894845751563,0.0,0.0,0.0,2015
174,4,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,9816.3576,9558.292343590416,14042.140000000001,4230.3244196898395,1750.7844196898395,2015
175,4,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,6358.1445,11454.613441576383,0.0,0.0,0.0,2015
176,4,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-40941.773438,-71759.8458717362,103414.06,0.0,0.0,2015
177,4,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,423707.728,415270.8997493566,197300.22,0.0,0.0,2015
178,4,In,0.0,848-00,Tire Stores,REPAIR SERVICE SHOPS,Commercial/Retail,sq. ft.,17387.7972,18559.694219584802,0.0,0.0,0.0,2015
179,4,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,98197.9245,212634.77964013946,148683.12,0.0,0.0,2015
180,4,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,160167.3156,72799.95317629023,130836.86,4230.3244196898395,2920.764419689839,2015
181,4,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,25816.2,73181.7504849969,0.0,0.0,0.0,2015
182,4,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,3707.1899999999996,7821.695060338656,0.0,0.0,0.0,2015
183,4,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,643000.7154999999,462614.12117284315,998321.0800000001,0.0,0.0,2015
184,4,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2045.1815999999997,2644.6484468646327,2925.65,0.0,0.0,2015
185,4,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,3931735.1799999997,8042056.607668062,5706697.13,0.0,0.0,2015
186,4,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,31229.0,64766.59144710818,32759.59,4230.3244196898395,1750.7844196898395,2015
187,4,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,1287367.5,2186148.76932389,2579463.66,0.0,0.0,2015
188,4,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,322626.85,478145.4401339239,488495.01,0.0,0.0,2015
189,4,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,100937.5,1985277.5630248878,19386.850000000002,-4230.3244196898395,-9053.22441968984,2015
190,4,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,13082.098399999999,13743.713410228524,8103.0599999999995,4230.3244196898395,9053.22441968984,2015
191,4,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,22862.79,277693.26157909597,0.0,4230.3244196898395,2154.2044196898387,2015
192,4,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,64196.48120000001,124783.74288082562,83953.99,0.0,0.0,2015
193,4,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,112912.419,87067.39828177402,0.0,0.0,0.0,2015
194,4,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,431977.1672,816906.5517936188,614931.6,0.0,0.0,2015
195,4,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-44169.85815,-59665.89477643967,99334.34,0.0,0.0,2015
196,4,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,652086.408,689551.9677263276,928809.6100000001,0.0,0.0,2015
197,4,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,122868.81749999999,287058.5004815296,176760.12,4230.3244196898395,2154.2044196898387,2015
198,4,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-73181.32800000001,-35888.41099872448,29058.72,0.0,0.0,2015
199,4,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,143876.39750000002,286549.97271148214,73628.8,0.0,0.0,2015
