,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
147,3,In,1.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,13170.0,18655.58470042613,15413.74,91082.5511190561,210602.5511190561,2020
148,3,In,1.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,22074.0,36660.393190372284,0.0,-51613.4456341318,-121682.0856341318,2020
149,3,In,1.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,898960.0,1541471.917223582,0.0,109299.06134286732,252723.06134286732,2020
150,3,In,1.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,-19364.699999999997,-197397.45352244526,0.0,91082.5511190561,209001.0611190561,2020
151,3,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,117011.822,192322.7838317478,102228.73,-51613.4456341318,-119341.4456341318,2020
152,3,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,67920.13799999999,113280.08639806413,985907.1000000001,109299.06134286732,250306.72134286733,2020
153,3,In,1.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-1978.592,-2243.112526132993,538911.22,-51613.4456341318,-119341.4456341318,2020
154,3,In,1.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-39020.52,-29442.587607524292,0.0,91082.5511190561,208877.8611190561,2020
155,3,Out,0.0,130-00,Industrial Park,LIGHT MANUFACTURING,Industrial/Manufacturing,sq. ft.,48995.399999999994,39474.54187471555,79764.59999999999,-48577.36059682992,-112321.36059682992,2020
156,3,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-542078.69676,-927824.198769314,204306.64,91082.5511190561,208822.0911190561,2020
157,3,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,14720292.95472,8811078.935487138,24100154.28,-48577.36059682992,-112321.36059682992,2020
158,3,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,559944.69,932990.9604642035,952723.75,12144.34014920748,18805.79014920748,2020
159,3,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,3554842.0,6548157.790869862,5602595.9,21252.595261113092,3738.935261113089,2020
160,3,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,881154.0,1563206.8419425501,1683739.5099999998,-53556.54005800499,-123834.300058005,2020
161,3,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,1743920.0,2967228.940186931,2855835.06,85010.38104445237,66983.95104445238,2020
162,3,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,38934.0,54432.95410752477,47198.96,18216.510223811223,42120.51022381122,2020
163,3,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-41412.0,-73843.15479702973,0.0,-5305.963703253279,11657.650296746722,2020
164,3,Out,0.0,252-00,Senior Adult Housing-Attached,HOMES FOR THE AGED,Other,unit,183345.0,331766.7454809407,0.0,8354.210835062753,172053.49435506275,2020
165,3,Out,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,186780.0,301702.03245643567,304077.84,5908.043740018751,121675.11574001875,2020
166,3,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,133164.0,169375.09906015845,0.0,-10014.39201152444,-206244.63201152446,2020
167,3,Out,0.0,420-00,Marina,"AIRPORTS, TERMINALS, PIERS",Other,berth,1815.0,1120.27643908199,2954.82,16459.918123389652,338989.10212338966,2020
168,3,Out,0.0,490-00,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,76148.0,56376.401050565866,0.0,-933.0284789626312,-23519.56647896263,2020
169,3,Out,0.0,491-00,Racquet Club,OUTDOOR RECREATIONAL,Other,court,200824.0,143916.01059742077,207998.44,5232.034983675796,107752.8349836758,2020
170,3,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,7552.0,127645.64346688033,0.0,-5232.034983675796,-107752.8349836758,2020
171,3,Out,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,149248.0,454146.6527976736,108880.64,-900.6346167419106,-64756.61061674192,2020
172,3,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,240225.0,199959.3108802069,0.0,-27519.438426561537,-566757.9664265616,2020
173,3,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,0.0,0.0,0.0,28720.14676622476,591486.3422862247,2020
174,3,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,101281.53799999999,85982.77938083987,176745.14,7198.257173467777,-1247039.0168265323,2020
175,3,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,120443.89345999999,1202984.349843614,71498.93000000001,-6362.4850950644395,-15245.049495064439,2020
176,3,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,133974.424,105679.22168916372,0.0,1637.4872892870849,201.83728928708524,2020
177,3,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,602841.1530800001,990997.5328023618,1692175.49,30344.018908920938,-28875.981091079062,2020
178,3,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,1321948.068,2365566.1239833464,2152125.75,-12522.928438602292,11917.071561397708,2020
179,3,Out,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,-15346.326000000001,-33541.381651887416,0.0,-1444.9532813771875,1375.0467186228125,2020
180,3,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,764640.95,480076.8037463353,902023.82,-49128.411566824376,46751.588433175624,2020
181,3,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,242233.97447,376244.2714862959,437241.09,-29862.367815128542,28417.632184871458,2020
182,3,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,564322.704,618407.8534612606,963976.25,-4816.510937923958,4583.489062076042,2020
183,3,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,570795.713,490371.66338492505,721473.5499999999,-23119.252502035,22000.747497965,2020
184,3,Out,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,67644.005,138899.9520418827,50550.48,-8429.344366285544,12643.105633714456,2020
185,3,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,3895.649999999998,7323.541837755758,6552.48,-4842.389316802334,7263.060683197667,2020
186,3,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,176813.78000000003,335113.68365193286,130470.09000000001,-14134.310968796934,21199.939031203066,2020
187,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-706560.19976,-278499.46121890924,0.0,-1989.9060155466382,2984.643984453362,2020
188,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,167015.0,86930.69366795142,9181.92,-3749.222063626499,5623.427936373502,2020
189,3,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-58486.6,-94496.23629785588,0.0,-11845.492032460032,17766.95796753997,2020
190,3,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,67487.216,164609.45394210643,14653.07,-3399.0669278436144,5098.233072156387,2020
191,3,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,11874.0,37678.875425529346,83214.23,-149319.8144884868,-299683.7144884868,2020
192,3,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,10275.829999999998,-3379.224419689839,-9053.22441968984,2020
193,3,Out,1.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,5268.0,7257.727214336635,0.0,-3379.224419689839,-9053.22441968984,2020
194,3,Out,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,153514.6,242071.57136633585,219146.76,3379.224419689839,9053.22441968984,2020
195,3,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,63762.474,97819.19087355853,84705.36,3379.224419689839,9053.22441968984,2020
196,4,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,87248.018,49452.1507308102,436795.32000000007,-3379.224419689839,-9053.22441968984,2020
197,4,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,306051.0,487052.4915044731,538027.35,3379.224419689839,9053.22441968984,2020
198,4,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,893368.0,1569930.9122970707,1097662.73,-3379.224419689839,-9053.22441968984,2020
199,4,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,194722.0,314200.6538955203,318197.8,3379.224419689839,-184.0455803101613,2020
200,4,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,36876.0,48721.43567392702,49040.56,3379.224419689839,9053.22441968984,2020
201,4,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-74256.0,-44057.69359633559,98643.77,-3379.224419689839,-9053.22441968984,2020
202,4,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,13612.256,11266.239318565962,0.0,-6758.448839379678,-18106.44883937968,2020
203,4,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,56493.864,42326.5814346125,0.0,3379.224419689839,9053.22441968984,2020
204,4,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,44227.8496,67727.46080906967,10108.050000000001,-3379.224419689839,-9053.22441968984,2020
205,4,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,36376.38,22098.129724732815,46184.48,-3379.224419689839,-9053.22441968984,2020
206,4,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-29138.765,-43411.5120877786,119881.1,3379.224419689839,9053.22441968984,2020
207,4,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,5962.275,6345.03967150047,7027.35,-3379.224419689839,-11127.294419689839,2020
208,4,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,30005.0,47750.24426514442,88439.23999999999,3379.224419689839,-184.0455803101613,2020
209,4,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1356908.0,2384517.7064134753,1880786.46,3379.224419689839,9053.22441968984,2020
210,4,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2649804.0,4528888.103851102,1075328.55,-3379.224419689839,-9053.22441968984,2020
211,4,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,202070.0,326057.28234440787,249182.47,-3379.224419689839,-11127.294419689839,2020
212,4,In,1.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,26340.0,34801.02548137645,10275.83,3379.224419689839,-184.0455803101613,2020
213,4,In,1.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-175224.0,-283264.1608949246,0.0,3379.224419689839,-184.0455803101613,2020
214,4,In,1.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,21690.311999999998,17952.075386061144,31339.38,-3379.224419689839,-11127.294419689839,2020
215,4,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,19155.102000000006,29332.794420977956,20822.78,3379.224419689839,-184.0455803101613,2020
216,4,In,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,22218.719999999998,13497.554096298629,0.0,0.0,0.0,2020
217,4,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,399620.726,595362.9118212753,2016123.26,3379.224419689839,-184.0455803101613,2020
218,4,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,3658.73,6561.533078395205,5956.35,3379.224419689839,-184.0455803101613,2020
219,4,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,4263103.702,2607067.3582073343,7006574.56,3379.224419689839,-184.0455803101613,2020
220,4,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,2969474.83,5162754.114131276,4736734.859999999,0.0,0.0,2020
221,4,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,143276.0,275070.12422109704,11257.65,3379.224419689839,-490.44558031016095,2020
222,4,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,3593172.0,6334172.64352718,5479513.38,-1115.1440584976472,-9381.824058497648,2020
223,4,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,674304.0,973311.4520815929,1488425.57,3379.224419689839,9053.22441968984,2020
224,4,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-334803.0,-591299.0857372504,0.0,0.0,0.0,2020
225,4,Out,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,54138.0,93767.87744663238,1316.72,3379.224419689839,-184.0455803101613,2020
226,4,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,40932.6,422595.01657827536,66638.26999999999,3379.224419689839,8872.104419689838,2020
227,4,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,80986.584,65466.89369406828,141097.52,3379.224419689839,9053.22441968984,2020
228,4,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,193711.958,320053.1758430912,298125.93,-3379.224419689839,-9053.22441968984,2020
229,4,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,76836.5,123508.85249950043,129238.85,-3379.224419689839,-9053.22441968984,2020
230,4,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,527211.9040000001,473877.3897893485,190375.12,3379.224419689839,9053.22441968984,2020
231,4,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,233072.71000000002,462848.7389845796,367555.48,3379.224419689839,2864.254419689839,2020
232,4,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,6001.0,10433.389475438586,8392.109999999999,-1115.1440584976472,-2987.5640584976472,2020
