DIST_ID,PROC_NUM,FOLIO_NUM,SITE_ADDR,ASSE_DATE,FEET_CODE,STATUS_CODE,COL_CON,COL_ADM,CRED_AMT,DEF_AMT,DEF_ADM,CODE,ASSD_BASIS_QTY,YEAR
6,C2015138655-0,3.06018E+12,22903 SW 115 AVE,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138656-0,3.06018E+12,22863 SW 115 AVE,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138657-0,3.06018E+12,22843 SW 115 AVE,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138658-0,3.06018E+12,22842 SW 114 PATH,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138660-0,3.06018E+12,22852 SW 114 PATH,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138664-0,3.06018E+12,22902 SW 114 PATH,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138666-0,3.06018E+12,22922 SW 114 PATH,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138672-0,3.06018E+12,11532 SW 228 ST,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138674-0,3.06018E+12,11512 SW 228 ST,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
1.1,C2015138699-0,3.04013E+12,5700 DEVONSHIRE BLVD,7/1/2015,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2015
6,C2015138795-0,3.06018E+12,11140 SW 225 TER,7/9/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138801-0,3.06914E+12,12749 SW 225 ST,10/1/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015138808-0,3.06018E+12,10960 SW 225 TER,7/6/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138885-0,3.04932E+12,7241 SW 163 CT,6/30/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138902-0,3.04932E+12,7340 SW 163 AVE,6/30/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138911-0,3.04932E+12,7200 SW 163 AVE,7/9/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138916-0,3.04932E+12,7280 SW 163 AVE,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138919-0,3.04932E+12,7201 SW 163 CT,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138925-0,3.04932E+12,7220 SW 163 AVE,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138933-0,3.04932E+12,7300 SW 163 AVE,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015138939-0,3.04932E+12,7281 SW 163 CT,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139126-0,3.04932E+12,7221 SW 163 CT,6/30/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139147-0,3.04932E+12,7301 SW 163 CT,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139156-0,3.04932E+12,7341 SW 163 CT,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139171-0,3.04932E+12,7340 SW 163 AVE,7/13/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139182-0,3.04932E+12,7261 SW 163 CT,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139187-0,3.04932E+12,7320 SW SW 163 AVE,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139394-0,3.0592E+12,16072 SW 136 WAY,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139396-0,3.0592E+12,13661 SW 160 CT,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139399-0,3.0592E+12,15989 SW 136 WAY,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139465-0,3.0592E+12,16086 SW 136 WAY,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139467-0,3.0592E+12,13641 SW 160 CT,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139469-0,3.0592E+12,15981 SW 136 WAY,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139481-0,3.0592E+12,16030 SW 136 WAY,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139484-0,3.0592E+12,16016 SW 136 WAY,7/7/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139500-0,3.0592E+12,15996 SW 136 WAY,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139502-0,3.0592E+12,16044 SW 136 WAY,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139504-0,3.0592E+12,16100 SW 136 WAY,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139508-0,3.0592E+12,15976 SW 136 TER,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139510-0,3.0592E+12,13621 SW 160 CT,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139536-0,3.0592E+12,16058 SW 136 WAY,7/10/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139538-0,3.0592E+12,16001 SW 136 WAY,7/10/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139540-0,3.0592E+12,16002 SW 136 WAY,7/10/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139617-0,3.0603E+12,11562 SW 248 TER,6/29/2015,ROAD,C,$0.00 ,$700.74 ,"$35,036.99 ",$0.00 ,$0.00 ,231-00,8,2015
6,C2015139619-0,3.0603E+12,11535 SW 248 LN,6/29/2015,ROAD,C,$0.00 ,$700.74 ,"$35,036.99 ",$0.00 ,$0.00 ,231-00,8,2015
6,C2015139620-0,3.0603E+12,11517 SW 248 TER,6/29/2015,ROAD,C,"$26,796.99 ",$700.74 ,"$8,240.00 ",$0.00 ,$0.00 ,231-00,8,2015
6,C2015139666-0,3.0603E+12,11561 SW 248 TER,10/27/2015,ROAD,C,"$2,560.99 ",$927.14 ,"$43,796.25 ",$0.00 ,$0.00 ,231-00,10,2015
6,C2015139693-0,3.06924E+12,11855 SW 232 LN,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139694-0,3.06924E+12,11823 SW 233 TER,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139695-0,3.06924E+12,11863 SW 233 TER,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139696-0,3.06924E+12,11745 SW 232 LN,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139697-0,3.06924E+12,23641 SW 118 PL,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139698-0,3.06924E+12,23751 SW 118 PL,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139699-0,3.06924E+12,23841 SW 118 PL,8/13/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139700-0,3.06924E+12,23981 SW 118 PL,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139721-0,3.0603E+12,11545 SW 250 ST,6/30/2015,ROAD,C,$0.00 ,$963.52 ,"$48,175.86 ",$0.00 ,$0.00 ,231-00,11,2015
6,C2015139737-0,3.06924E+12,11825 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139738-0,3.06924E+12,11865 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139739-0,3.06924E+12,11864 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139740-0,3.06924E+12,11814 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139741-0,3.06924E+12,11803 SW 233 TER,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139742-0,3.06924E+12,11833 SW 233 TER,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139743-0,3.06019E+12,11785 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139744-0,3.06924E+12,11765 SW 232 LN,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139745-0,3.06924E+12,23601 SW 118 PL,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139746-0,3.06924E+12,23651 SW 118 PL,8/24/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139747-0,3.06924E+12,23731 SW 118 PL,8/24/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139748-0,3.06924E+12,23761 SW 118 PL,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139749-0,3.06924E+12,23811 SW 118 PL,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139750-0,3.06924E+12,23861 SW 118 PL,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139751-0,3.06924E+12,23921 SW 118 PL,8/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139773-0,3.05906E+12,9530 SW 171 CT,7/8/2015,ROAD,C,"$65,694.36 ","$1,313.89 ",$0.00 ,$0.00 ,$0.00 ,231-00,15,2015
6,C2015139779-0,3.06924E+12,11835 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139780-0,3.06924E+12,11854 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139781-0,3.06924E+12,23711 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139782-0,3.06924E+12,23821 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139783-0,3.06924E+12,23941 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139795-0,3.06924E+12,11815 SW 232 LN,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139796-0,3.06924E+12,11875 SW 232 LN,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139797-0,3.06924E+12,11804 SW 231 LN,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139798-0,3.06924E+12,11843 SW 233 TER,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139799-0,3.06924E+12,11755 SW 232 LN,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139800-0,3.06924E+12,23661 SW 118 PL,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139801-0,3.06924E+12,23701 SW 118 PL,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139802-0,3.06924E+12,23741 SW 118 PL,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139803-0,3.06924E+12,23851 SW 118 PL,10/9/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139809-0,3.05906E+12,9441 SW 171 PL,7/9/2015,ROAD,C,"$48,175.86 ",$963.52 ,$0.00 ,$0.00 ,$0.00 ,231-00,11,2015
5,C2015139816-0,3.05906E+12,9511 SW 171 PL,7/8/2015,ROAD,C,"$43,796.25 ",$875.92 ,$0.00 ,$0.00 ,$0.00 ,231-00,10,2015
6,C2015139845-0,3.06924E+12,11805 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139846-0,3.06924E+12,11845 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139847-0,3.06924E+12,11844 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139848-0,3.06924E+12,11824 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139849-0,3.06924E+12,11813 SW 233 TER,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139850-0,3.06924E+12,11853 SW 233 TER,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139851-0,3.06924E+12,11775 SW 232 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139852-0,3.06924E+12,23621 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139853-0,3.06924E+12,23721 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139854-0,3.06924E+12,23801 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139855-0,3.06924E+12,23831 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139856-0,3.06924E+12,23901 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015139857-0,3.06924E+12,23961 SW 118 PL,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139875-0,3.0592E+12,16142 SW 136 WAY,7/8/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139877-0,3.0491E+12,14567 SW 22 ST,11/13/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015139878-0,3.0592E+12,15982 SW 136 TER,7/8/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139886-0,3.0491E+12,14656 SW 21 ST,10/7/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139899-0,3.0491E+12,14674 SW 21 ST,11/12/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139900-0,3.0491E+12,14638 SW 21 ST,10/7/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139906-0,3.0491E+12,14638 SW 21 ST,10/7/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139913-0,3.0491E+12,14639 SW 22 ST,10/7/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139921-0,3.0491E+12,14548 SW 21 ST,7/29/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139922-0,3.0491E+12,14603 SW 22 ST,10/7/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139928-0,3.0491E+12,14692 SW 21 ST,11/12/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015139940-0,3.0491E+12,2180 SW 145 AVE,10/29/2015,ROAD,C,"$7,571.85 ",$151.44 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
1.1,C2015140043-0,3.03131E+12,5200 BLUE LAGOON DR # 180,7/2/2015,ROAD,C,$0.08 ,$130.64 ,$0.00 ,$0.00 ,$0.00 ,492-00,"2,222.00",2015
1.1,C2015140043-0,3.03131E+12,5200 BLUE LAGOON DR # 180,7/2/2015,ROAD,C,$0.08 ,$130.64 ,$0.00 ,$0.00 ,$0.00 ,710-00,-592.62,2015
6,C2015140272-0,3.06935E+12,27882 SW 134 CT,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140275-0,3.06935E+12,27982 SW 134 CT,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140296-0,3.06935E+12, 27922 SW 134 CT,7/8/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140305-0,3.06935E+12,13498 SW 277 ST,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140311-0,3.06935E+12,13474 SW 227 LN,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140408-0,3.06935E+12,27682 SW 134 CT,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140423-0,3.06935E+12,27722 SW 134 CT,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140426-0,3.06935E+12,27702 SW 134 CT,7/21/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015140430-0,3.0491E+12,27732 SW 134 CT,7/13/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015140437-0,3.0491E+12,27762 SW 134 CT,7/13/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140482-0,3.06935E+12,27842 SW 134 CT,7/13/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140487-0,3.06935E+12,27862 SW 134 CT,7/20/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015140505-0,3.0491E+12,13474 SW 277 LN,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
4,C2015140508-0,3.0491E+12,13458 SW 277 ST,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
1,C2015140512-0,3.04003E+12,8510 W FLAGLER ST,7/14/2015,ROAD,C,"$109,335.94 ","$2,329.79 ",$0.00 ,$0.00 ,$0.00 ,210-00,-1,2015
1,C2015140512-0,3.04003E+12,8510 W FLAGLER ST,7/14/2015,ROAD,C,"$109,335.94 ","$2,329.79 ",$0.00 ,$0.00 ,$0.00 ,565-00,"19,161.00",2015
4,C2015140513-0,3.0491E+12,13478 SW 277 ST,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140569-0,3.06935E+12,13464 SW 277 LN,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140586-0,3.06935E+12, 27780 SW 135 AV RD,7/14/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140595-0,3.06935E+12,13488 SW 277 ST,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140620-0,3.06935E+12,13504 SW 277 ST,7/16/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140631-0,3.06935E+12,27802 SW 134 CT,7/16/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
6,C2015140938-0,3.0603E+12,25300 SW 116 AVE,10/26/2015,ROAD,C,"$1,596.59 ",$556.29 ,"$26,217.75 ",$0.00 ,$0.00 ,231-00,6,2015
6,C2015141010-0,3.0603E+12,25300 SW 115 CT,7/13/2015,ROAD,C,"$39,416.62 ",$788.33 ,$0.00 ,$0.00 ,$0.00 ,231-00,9,2015
6,C2015141012-0,3.0603E+12,11505 SW 253 ST,7/13/2015,ROAD,C,"$39,416.62 ",$788.33 ,$0.00 ,$0.00 ,$0.00 ,231-00,9,2015
6,C2015141014-0,3.0603E+12,11565 SW 253 ST,7/13/2015,ROAD,C,"$39,416.62 ",$788.33 ,$0.00 ,$0.00 ,$0.00 ,231-00,9,2015
6,C2015141029-0,3.06924E+12,11834 SW 232 LN,8/27/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141049-0,3.05933E+12,15505 SW 173 ST,9/11/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141058-0,3.05933E+12,15465 SW 173 ST,9/11/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141063-0,3.05933E+12,15425 SW 173 ST,8/17/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141093-0,3.05933E+12,15383 SW 176 TER,7/15/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141113-0,3.0592E+12,16000 SW 136 TER,7/2/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
5,C2015141116-0,3.05933E+12,15393 SW 176 TER,7/8/2015,ROAD,C,"$7,153.55 ",$143.07 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2015
2,C2015141226-0,3.03128E+12,3095 NW 29 ST,9/22/2015,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2015
6,C2015141313-0,3.07904E+12,15302 SW 282 ST,7/14/2015,ROAD,C,$0.00 ,"$2,004.67 ",$0.00 ,$0.00 ,$0.00 ,220-00,40,2015
6,C2015141313-0,3.07904E+12,15302 SW 282 ST,7/14/2015,ROAD,C,$0.00 ,"$2,004.67 ",$0.00 ,$0.00 ,$0.00 ,220-00,-30,2015
6,C2015141332-0,3.0603E+12,11762 SW 253 ST,7/9/2015,ROAD,C,$0.00 ,$143.07 ,"$7,153.55 ",$0.00 ,$0.00 ,210-00,1,2015
6,C2015141372-0,3.0603E+12,25342 SW 118 AVE,8/26/2015,ROAD,C,$0.00 ,$143.07 ,"$7,153.55 ",$0.00 ,$0.00 ,210-00,1,2015
